Date,Adj Close,Close,High,Low,Open,Volume
1998-12-01,5.793498516082764,11.671875,11.90625,11.59375,11.65625,331200
1999-01-01,5.413471698760986,10.90625,12.28125,10.71875,11.640625,2141800
1999-02-01,5.366935729980469,10.8125,11.609375,10.765625,10.90625,3159000
1999-03-01,6.103728294372559,12.296875,12.84375,10.546875,10.835938453674316,12656000
1999-04-01,7.032455921173096,14.117188453674316,14.4375,12.148438453674316,12.3125,10569400
1999-05-01,6.880675792694092,13.8125,14.5625,13.507813453674316,14.125,9932600
1999-06-01,6.985753536224365,14.023438453674316,14.6875,13.507813453674316,13.78125,6390800
1999-07-01,7.154132843017578,14.289063453674316,14.6875,13.796875,14.0625,1940800
1999-08-01,7.232363224029541,14.445313453674316,15.085938453674316,13.976563453674316,14.195313453674316,8917200
1999-09-01,6.868591785430908,13.71875,15.15625,13.125,14.445313453674316,7915200
1999-10-01,6.797581672668457,13.515625,13.851563453674316,12.84375,13.75,6582600
1999-11-01,6.785792350769043,13.492188453674316,14.59375,12.6875,13.53125,5423200
1999-12-01,6.813296794891357,13.546875,14.0,13.078125,13.46875,12514800
2000-01-01,6.888564586639404,13.65625,14.734375,12.9375,13.65625,11807200
2000-02-01,6.596942901611328,13.078125,13.804688453674316,12.3125,13.65625,8426000
2000-03-01,7.3929877281188965,14.65625,15.109375,12.96875,13.007813453674316,17215200
2000-04-01,7.307044506072998,14.4375,15.078125,13.757813453674316,14.75,11637800
2000-05-01,8.165069580078125,16.1328125,16.15625,14.5,14.59375,10297600
2000-06-01,7.678723335266113,15.171875,16.25,15.046875,16.078125,9126200
2000-07-01,7.42184591293335,14.59375,15.523438453674316,14.140625,15.09375,8413400
2000-08-01,8.232368469238281,16.1875,16.6875,14.71875,14.71875,7805800
2000-09-01,8.331697463989258,16.3828125,17.234375,15.5,16.140625,35425800
2000-10-01,8.140271186828613,15.9375,17.375,15.4375,16.46875,29520000
2000-11-01,7.713304042816162,15.101563453674316,16.5625,14.953125,16.0625,14942000
2000-12-01,8.475457191467285,16.59375,16.96875,15.0625,15.125,10158200
2001-01-01,8.229923248291016,16.065000534057617,17.0546875,15.09375,16.875,8184000
2001-02-01,8.130026817321777,15.869999885559082,17.020000457763672,15.774999618530273,16.065000534057617,9227600
2001-03-01,7.863636016845703,15.350000381469727,17.174999237060547,14.725000381469727,15.925000190734863,13691200
2001-04-01,8.701923370361328,16.934999465942383,17.1200008392334,14.524999618530273,15.25,9492200
2001-05-01,8.619711875915527,16.774999618530273,17.450000762939453,15.904999732971191,16.790000915527344,18697200
2001-06-01,7.7975640296936035,15.175000190734863,17.014999389648438,14.920000076293945,16.75,13859800
2001-07-01,7.7438435554504395,15.0,15.359999656677246,14.125,15.100000381469727,10155800
2001-08-01,7.416017055511475,14.364999771118164,15.239999771118164,14.25,15.175000190734863,11439200
2001-09-01,6.6648640632629395,12.90999984741211,14.65999984741211,11.875,14.369999885559082,22903800
2001-10-01,6.972316265106201,13.430000305175781,14.449999809265137,12.515000343322754,12.800000190734863,23026400
2001-11-01,6.582945346832275,12.680000305175781,13.765000343322754,12.0,13.395000457763672,49611600
2001-12-01,6.930784225463867,13.350000381469727,13.609999656677246,12.350000381469727,12.614999771118164,13792600
2002-01-01,6.711728572845459,12.875,14.0,11.600000381469727,13.350000381469727,11930000
2002-02-01,6.941096305847168,13.3149995803833,13.5,12.414999961853027,12.885000228881836,23414000
2002-03-01,7.5301666259765625,14.444999694824219,14.625,13.359999656677246,13.489999771118164,16371000
2002-04-01,7.283562660217285,13.925000190734863,14.760000228881836,13.515000343322754,14.524999618530273,17990000
2002-05-01,7.155414581298828,13.680000305175781,14.25,13.390000343322754,13.824999809265137,11720400
2002-06-01,6.8520426750183105,13.100000381469727,13.625,12.625,13.625,8598800
2002-07-01,5.938270092010498,11.28499984741211,13.175000190734863,9.6899995803833,13.130000114440918,26459600
2002-08-01,6.027722358703613,11.454999923706055,11.994999885559082,10.0600004196167,11.09000015258789,10303800
2002-09-01,5.567293643951416,10.579999923706055,11.630000114440918,10.255000114440918,11.199999809265137,8587000
2002-10-01,5.700782775878906,10.774999618530273,11.430000305175781,10.095000267028809,10.600000381469727,15262200
2002-11-01,5.936220645904541,11.220000267028809,11.279999732971191,10.399999618530273,10.774999618530273,7964200
2002-12-01,5.9071221351623535,11.164999961853027,11.6899995803833,10.975000381469727,11.265000343322754,13621600
2003-01-01,5.788692951202393,10.885000228881836,11.53499984741211,10.229999542236328,11.225000381469727,16545400
2003-02-01,5.958869934082031,11.204999923706055,11.414999961853027,10.529999732971191,10.899999618530273,16664400
2003-03-01,5.934937953948975,11.15999984741211,11.425000190734863,10.725000381469727,11.180000305175781,29748600
2003-04-01,5.915360927581787,11.0649995803833,11.390000343322754,10.904999732971191,11.175000190734863,19907600
2003-05-01,6.54351282119751,12.239999771118164,12.319999694824219,10.989999771118164,11.15999984741211,23280200
2003-06-01,6.428575038909912,12.024999618530273,12.899999618530273,12.024999618530273,12.300000190734863,14684600
2003-07-01,6.231186389923096,11.600000381469727,12.055000305175781,11.460000038146973,11.944999694824219,13682800
2003-08-01,6.628695964813232,12.34000015258789,12.350000381469727,11.364999771118164,11.625,16235000
2003-09-01,6.459483623504639,12.024999618530273,12.524999618530273,11.875,12.305000305175781,10567200
2003-10-01,6.554100036621094,12.140000343322754,12.539999961853027,11.880000114440918,12.0,13111800
2003-11-01,6.605386257171631,12.234999656677246,12.354999542236328,11.949999809265137,12.15999984741211,9604400
2003-12-01,7.436796188354492,13.774999618530273,14.0,12.25,12.295000076293945,29176800
2004-01-01,7.638301849365234,14.085000038146973,14.555000305175781,13.699999809265137,13.904999732971191,42980000
2004-02-01,8.039607048034668,14.824999809265137,14.875,13.760000228881836,14.119999885559082,28308800
2004-03-01,7.955550670623779,14.670000076293945,15.239999771118164,14.005000114440918,14.9350004196167,45546200
2004-04-01,8.125504493713379,14.920000076293945,15.520000457763672,14.454999923706055,14.694999694824219,51929000
2004-05-01,8.100995063781738,14.875,15.399999618530273,14.324999809265137,14.96500015258789,73893600
2004-06-01,8.572076797485352,15.739999771118164,15.994999885559082,14.770000457763672,15.015000343322754,79257600
2004-07-01,8.871404647827148,16.225000381469727,16.364999771118164,15.654999732971191,15.800000190734863,49595400
2004-08-01,8.734705924987793,15.975000381469727,16.424999237060547,15.279999732971191,16.25,97607400
2004-09-01,9.549400329589844,17.46500015258789,17.639999389648438,15.979999542236328,16.0,95796000
2004-10-01,9.64511489868164,17.56999969482422,18.415000915527344,17.174999237060547,17.524999618530273,132116200
2004-11-01,10.295622825622559,18.7549991607666,18.950000762939453,17.15999984741211,17.674999237060547,155210600
2004-12-01,9.968999862670898,18.15999984741211,18.764999389648438,17.3799991607666,18.700000762939453,142484200
2005-01-01,10.344046592712402,18.774999618530273,18.854999542236328,17.270000457763672,18.049999237060547,154334400
2005-02-01,12.079535484313965,21.924999237060547,22.375,18.854999542236328,18.8799991607666,180536400
2005-03-01,11.809571266174316,21.434999465942383,22.56999969482422,20.389999389648438,21.875,504822400
2005-04-01,11.207667350769043,20.274999618530273,22.239999771118164,19.704999923706055,21.71500015258789,732163800
2005-05-01,11.519989013671875,20.84000015258789,21.045000076293945,18.969999313354492,20.2450008392334,637120600
2005-06-01,12.285594940185547,22.225000381469727,23.075000762939453,20.905000686645508,20.959999084472656,570549400
2005-07-01,13.197339057922363,23.799999237060547,24.239999771118164,22.2549991607666,22.2549991607666,567296200
2005-08-01,14.040200233459473,25.31999969482422,25.44499969482422,23.434999465942383,23.90999984741211,604930600
2005-09-01,14.880284309387207,26.834999084472656,27.325000762939453,25.219999313354492,25.649999618530273,614582400
2005-10-01,13.574289321899414,24.40999984741211,27.149999618530273,22.469999313354492,27.024999618530273,1194923000
2005-11-01,13.777262687683105,24.774999618530273,25.670000076293945,23.364999771118164,24.280000686645508,843823800
2005-12-01,13.988581657409668,25.155000686645508,26.594999313354492,24.729999542236328,24.975000381469727,724772200
2006-01-01,16.074195861816406,28.829999923706055,29.139999389648438,25.315000534057617,25.315000534057617,890539200
2006-02-01,14.591113090515137,26.170000076293945,29.03499984741211,25.545000076293945,28.7450008392334,1108627600
2006-03-01,15.165390014648438,27.200000762939453,27.850000381469727,25.274999618530273,26.3700008392334,1022062000
2006-04-01,15.976425170898438,28.56999969482422,29.924999237060547,27.125,27.375,848921200
2006-05-01,15.53186321258545,27.774999618530273,30.075000762939453,26.075000762939453,28.774999618530273,1115755600
2006-06-01,15.867379188537598,28.375,28.59000015258789,25.0049991607666,27.5,1353286400
2006-07-01,16.459300994873047,29.325000762939453,29.489999771118164,27.125,28.524999618530273,735651200
2006-08-01,15.623002052307129,27.834999084472656,29.940000534057617,27.770000457763672,29.270000457763672,726194800
2006-09-01,14.99999713897705,26.725000381469727,28.635000228881836,25.084999084472656,28.0,1034548200
2006-10-01,15.693419456481934,27.864999771118164,28.725000381469727,25.100000381469727,26.610000610351562,1131957400
2006-11-01,17.039451599121094,30.2549991607666,30.415000915527344,27.360000610351562,27.809999465942383,901892400
